ID;EN;NL;DE;FR;IT;ES
Help_Frame_GenerateProfileButton;Extrude the chosen profile along every selected curve and create the parts. Use Ctrl-click in the model to add curves before pressing.;Extrudeer het gekozen profiel langs elke geselecteerde curve en maak de onderdelen aan. Gebruik Ctrl-klik in het model om curves toe te voegen voordat u drukt.;Extrudiert das gewählte Profil entlang jeder ausgewählten Kurve und erzeugt die Teile. Verwenden Sie Strg+Klick im Modell, um vor dem Drücken weitere Kurven hinzuzufügen.;Extrudez le profil choisi le long de chaque courbe sélectionnée et créez les pièces. Utilisez Ctrl-clic dans le modèle pour ajouter des courbes avant d'appuyer.;Estrude il profilo scelto lungo ogni curva selezionata e crea le parti. Usare Ctrl-clic nel modello per aggiungere curve prima di premere.;Extruir el perfil elegido a lo largo de cada curva seleccionada y crear las piezas. Usar Ctrl-clic en el modelo para añadir curvas antes de pulsar.
Help_Frame_DeleteProfileButton;Remove the selected generated profile parts. Their underlying curves are kept so you can re-generate.;Verwijder de geselecteerde gegenereerde profielonderdelen. De onderliggende curves blijven behouden voor hergeneratie.;Entfernt die ausgewählten erzeugten Profilteile. Die zugrunde liegenden Kurven bleiben erhalten, damit Sie neu generieren können.;Supprimez les pièces de profil générées sélectionnées. Leurs courbes sous-jacentes sont conservées afin que vous puissiez régénérer.;Rimuove le parti di profilo generate selezionate. Le curve sottostanti vengono mantenute per consentire la rigenerazione.;Eliminar las piezas de perfil generadas seleccionadas. Las curvas subyacentes se conservan para poder regenerar.
Help_Frame_UpdateBOM;When checked, the BOM table on the drawing sheet is refreshed automatically after the profile is generated.;Indien aangevinkt wordt de BOM-tabel op het tekeningblad automatisch ververst nadat het profiel is gegenereerd.;Wenn aktiviert, wird die BOM-Tabelle auf dem Zeichnungsblatt nach dem Erzeugen des Profils automatisch aktualisiert.;Si coché, la table BOM sur la feuille de dessin est actualisée automatiquement après la génération du profil.;Se attivato, la tabella BOM sul foglio di disegno viene aggiornata automaticamente dopo la generazione del profilo.;Si está marcado, la tabla BOM en la hoja de dibujo se actualiza automáticamente tras generar el perfil.
Help_Frame_GenerateJoint;Trim, miter, or cut connecting profiles so they meet cleanly. Select two or more profiles in the model before executing.;Knip, verstek of snijd aansluitende profielen zodat ze netjes op elkaar aansluiten. Selecteer twee of meer profielen in het model voor uitvoering.;Trimmen, gehren oder schneiden Sie verbundene Profile, damit sie sauber aufeinandertreffen. Wählen Sie vor der Ausführung zwei oder mehr Profile im Modell aus.;Coupez, mettez à l'onglet ou découpez des profils connectés pour qu'ils s'ajustent proprement. Sélectionnez deux profils ou plus dans le modèle avant l'exécution.;Taglia, esegue il taglio a Miter o sagoma i profili di collegamento affinché si incontrino in modo pulito. Selezionare due o più profili nel modello prima di eseguire.;Recortar, ingletear o cortar los perfiles que conectan para que encajen limpiamente. Seleccionar dos o más perfiles en el modelo antes de ejecutar.
Help_Frame_JointType;Joint style applied between the selected profiles. Hover each option for its rule (Miter, Straight, T, Cutout, Trim, No joint).;Verbindingsstijl tussen de geselecteerde profielen. Beweeg over een optie voor de regel (Verstek, Recht, T, Uitsnede, Trim, Geen).;Verbindungsstil zwischen den gewählten Profilen. Bewegen Sie den Mauszeiger über eine Option, um die Regel zu sehen (Miter, Straight, T, Cutout, Trim, No joint).;Style de joint appliqué entre les profils sélectionnés. Survolez chaque option pour voir sa règle (Miter, Straight, T, Cutout, Trim, No joint).;Stile di giunzione applicato tra i profili selezionati. Passare sopra ciascuna opzione per la regola (Miter, Straight, T, Cutout, Trim, No joint).;Estilo de unión aplicado entre los perfiles seleccionados. Pasar el cursor por cada opción para ver su regla (Miter, Straight, T, Cutout, Trim, sin unión).
Help_Frame_RestoreGeometry;Restore the full original geometry of the selected profile, undoing any previous joint cuts or trims on it.;Herstel de volledige oorspronkelijke geometrie van het geselecteerde profiel en maak eerdere verstekken of trims op dat profiel ongedaan.;Stellt die vollständige ursprüngliche Geometrie des gewählten Profils wieder her und macht alle früheren Verbindungsschnitte oder Trims daran rückgängig.;Restaurez la géométrie d'origine complète du profil sélectionné, en annulant toute coupe ou ajustement de joint précédent dessus.;Ripristina la geometria originale completa del profilo selezionato, annullando i tagli o le rifilature di giunzione precedenti su di esso.;Restaurar la geometría original completa del perfil seleccionado, deshaciendo los cortes o recortes de uniones previos sobre él.
Help_Frame_Gap;Gap in millimetres left between the two profile ends at the joint (use 0 for a tight fit, positive for clearance).;Spleet in millimeters tussen de twee profieleinden bij de verbinding (0 voor strak passen, positief voor speling).;Spalt in Millimetern zwischen den beiden Profilenden an der Verbindung (0 für engen Sitz, positiver Wert für Spiel).;Jeu en millimètres laissé entre les deux extrémités de profil au joint (utilisez 0 pour un ajustement serré, positif pour du dégagement).;Gioco in millimetri lasciato tra le due estremità del profilo nella giunzione (usare 0 per un accoppiamento stretto, valori positivi per dare gioco).;Holgura en milímetros entre los dos extremos del perfil en la unión (usar 0 para ajuste justo, positivo para holgura).
Help_Frame_RestoreJoint;Restore both halves of the selected joint to their pre-cut shape, undoing only that joint without touching others.;Herstel beide helften van de geselecteerde verbinding naar hun vorm van voor de snede, alleen die verbinding en niet andere.;Stellt beide Hälften der gewählten Verbindung in ihrer Form vor dem Schnitt wieder her, ausschließlich für diese Verbindung ohne andere zu beeinflussen.;Restaurez les deux moitiés du joint sélectionné à leur forme avant coupe, en annulant uniquement ce joint sans toucher aux autres.;Ripristina entrambe le metà della giunzione selezionata alla loro forma originale, annullando solo quella giunzione senza toccare le altre.;Restaurar ambas mitades de la unión seleccionada a su forma previa al corte, deshaciendo solo esa unión sin afectar a las demás.
Help_Frame_ExecuteJoint;Apply the selected joint style with the configured gap to the profiles you have selected in the model.;Pas de gekozen verbindingsstijl met de ingestelde spleet toe op de in het model geselecteerde profielen.;Wendet den gewählten Verbindungsstil mit dem eingestellten Spalt auf die im Modell ausgewählten Profile an.;Appliquez le style de joint sélectionné avec le jeu configuré aux profils sélectionnés dans le modèle.;Applica lo stile di giunzione selezionato con il gioco configurato ai profili selezionati nel modello.;Aplicar el estilo de unión seleccionado con la holgura configurada a los perfiles que haya seleccionado en el modelo.
Help_Frame_UpdateBOMJoint;When checked, the BOM table is refreshed automatically after the joint operation so any length changes are reflected.;Indien aangevinkt wordt de BOM-tabel automatisch ververst na de verbindingsbewerking zodat lengtewijzigingen worden meegenomen.;Wenn aktiviert, wird die BOM-Tabelle nach der Verbindungsbearbeitung automatisch aktualisiert, sodass Längenänderungen übernommen werden.;Si coché, la table BOM est actualisée automatiquement après l'opération de joint afin que les changements de longueur soient reflétés.;Se attivato, la tabella BOM viene aggiornata automaticamente dopo l'operazione di giunzione così le variazioni di lunghezza vengono riflesse.;Si está marcado, la tabla BOM se actualiza automáticamente tras la operación de unión para reflejar los cambios de longitud.
Help_Connector_Shape;Connector geometry style. Determines the shape of the cut applied to the host body and the visible connector profile.;Vorm van de connector. Bepaalt de vorm van de uitsnede in het doelbody en het zichtbare connectorprofiel.;Geometriestil des Connectors. Bestimmt die Form des Schnitts im Zielkörper und das sichtbare Connector-Profil.;Style de géométrie du connecteur. Détermine la forme de la coupe appliquée au corps hôte et le profil visible du connecteur.;Stile geometrico del connettore. Determina la forma del taglio applicato al corpo ospite e il profilo visibile del connettore.;Estilo de geometría del conector. Determina la forma del corte aplicado al cuerpo anfitrión y el perfil visible del conector.
Help_Connector_DynamicHeight;When checked, the connector height is shrunk automatically if the available material is thinner than the entered Height. Uncheck to enforce the exact value.;Indien aangevinkt wordt de connectorhoogte automatisch verkleind als het beschikbare materiaal dunner is dan de ingevoerde Hoogte. Vink uit om de exacte waarde af te dwingen.;Wenn aktiviert, wird die Connector-Höhe automatisch reduziert, wenn das verfügbare Material dünner ist als die eingegebene Höhe. Deaktivieren, um den exakten Wert zu erzwingen.;Si coché, la hauteur du connecteur est réduite automatiquement si le matériau disponible est plus fin que la hauteur saisie. Décochez pour imposer la valeur exacte.;Se attivato, l'altezza del connettore viene ridotta automaticamente quando il materiale disponibile è più sottile dell'altezza inserita. Disattivare per imporre il valore esatto.;Si está marcado, la altura del conector se reduce automáticamente cuando el material disponible es más fino que la Altura introducida. Desmarcar para forzar el valor exacto.
Help_Connector_Height;Connector height in millimetres, measured along the host tube axis. Combined with Dynamic when material is limited.;Hoogte van de connector in millimeter, gemeten langs de as van de buis. Wordt gecombineerd met Dynamisch als er weinig materiaal is.;Connector-Höhe in Millimetern, gemessen entlang der Achse des Zielrohrs. Wird mit Dynamic kombiniert, wenn das Material begrenzt ist.;Hauteur du connecteur en millimètres, mesurée le long de l'axe du tube hôte. Combinée avec Dynamic lorsque le matériau est limité.;Altezza del connettore in millimetri, misurata lungo l'asse del tubo ospite. Combinata con Dynamic quando il materiale è limitato.;Altura del conector en milímetros, medida a lo largo del eje del tubo anfitrión. Se combina con Dynamic cuando hay poco material.
Help_Connector_Width1;First in-plane dimension of the connector cross-section in millimetres. Meaning depends on the chosen Shape (e.g. width or first diameter).;Eerste afmeting in het vlak van de connector in millimeter. Betekenis hangt af van de gekozen Vorm (bijv. breedte of eerste diameter).;Erste Maß in der Ebene des Connector-Querschnitts in Millimetern. Bedeutung hängt von der gewählten Shape ab (z. B. Breite oder erster Durchmesser).;Première cote dans le plan de la section du connecteur en millimètres. La signification dépend du Shape choisi (par exemple largeur ou premier diamètre).;Prima dimensione nel piano della sezione del connettore in millimetri. Il significato dipende dalla forma scelta (per esempio larghezza o primo diametro).;Primera dimensión en el plano de la sección transversal del conector en milímetros. El significado depende del Shape elegido (p. ej. anchura o primer diámetro).
Help_Connector_Width2;Second in-plane dimension of the connector cross-section in millimetres. Used by non-square shapes (e.g. rectangular, oval).;Tweede afmeting in het vlak van de connector in millimeter. Wordt gebruikt door niet-vierkante vormen (bijv. rechthoek, ovaal).;Zweite Maß in der Ebene des Connector-Querschnitts in Millimetern. Wird von nicht quadratischen Formen verwendet (z. B. Rechteck, Oval).;Seconde cote dans le plan de la section du connecteur en millimètres. Utilisée par les formes non carrées (par exemple rectangulaires, ovales).;Seconda dimensione nel piano della sezione del connettore in millimetri. Usata da forme non quadrate (per esempio rettangolare, ovale).;Segunda dimensión en el plano de la sección transversal del conector en milímetros. Usada por formas no cuadradas (p. ej. rectangular, oval).
Help_Connector_CornerStyle;Pick how the connector corners are finished: Radius rounds them, Chamfer breaks them with a straight bevel. The value goes in the Radius / Chamfer field.;Kies hoe de hoeken van de connector worden afgewerkt: Radius rondt ze af, Chamfer breekt ze met een rechte afschuining. De waarde komt in het veld Radius / Chamfer.;Wählen Sie die Eckenausführung des Connectors: Radius rundet sie ab, Chamfer bricht sie mit einer geraden Fase. Der Wert wird im Feld Radius / Chamfer eingetragen.;Choisissez la finition des coins du connecteur : Radius les arrondit, Chamfer les casse avec un biseau droit. La valeur va dans le champ Radius / Chamfer.;Scegliere come rifinire gli angoli del connettore. Radius li arrotonda, Chamfer li smussa con uno smusso retto. Il valore va nel campo Radius / Chamfer.;Elegir cómo se rematan las esquinas del conector: Radius las redondea, Chamfer las achaflana con un bisel recto. El valor se introduce en el campo Radius / Chamfer.
Help_Connector_RadiusChamferValue;Size in millimetres of the radius or chamfer chosen above. Set to 0 for sharp corners.;Grootte in millimeter van de gekozen radius of afschuining. Zet op 0 voor scherpe hoeken.;Größe in Millimetern des oben gewählten Radius oder der Fase. Auf 0 setzen für scharfe Ecken.;Taille en millimètres du rayon ou du chanfrein choisi ci-dessus. Réglez à 0 pour des coins vifs.;Dimensione in millimetri del raggio o dello smusso scelto sopra. Impostare 0 per angoli vivi.;Tamaño en milímetros del radio o chaflán elegido arriba. Poner 0 para esquinas vivas.
Help_Connector_Tolerance;Gap in millimetres between the connector body and the host body. Use a small positive value to ensure clean Boolean cuts.;Spleet in millimeter tussen de connector en het doelbody. Gebruik een kleine positieve waarde voor schone Boolean-bewerkingen.;Spalt in Millimetern zwischen dem Connector-Körper und dem Zielkörper. Verwenden Sie einen kleinen positiven Wert für saubere boolesche Schnitte.;Jeu en millimètres entre le corps du connecteur et le corps hôte. Utilisez une petite valeur positive pour assurer des coupes booléennes propres.;Gioco in millimetri tra il corpo del connettore e il corpo ospite. Usare un piccolo valore positivo per garantire tagli Boolean puliti.;Holgura en milímetros entre el cuerpo del conector y el cuerpo anfitrión. Usar un valor positivo pequeño para asegurar cortes booleanos limpios.
Help_Connector_EndRelief;Extra clearance in millimetres at the connector end. The cut height stays as defined. The relief only adds material relief beyond it.;Extra ruimte in millimeter aan het uiteinde van de connector. De snijhoogte blijft zoals ingesteld. De relief voegt alleen extra speling toe daarbuiten.;Zusätzliches Spiel in Millimetern am Connector-Ende. Die Schnitthöhe bleibt wie definiert. Das Relief fügt nur darüber hinaus Materialfreiraum hinzu.;Dégagement supplémentaire en millimètres à l'extrémité du connecteur. La hauteur de coupe reste celle définie. Le relief n'ajoute que de la décharge matière au-delà.;Gioco aggiuntivo in millimetri all'estremità del connettore. L'altezza di taglio resta come definita. Il rilievo aggiunge solo materiale di gioco oltre essa.;Holgura adicional en milímetros en el extremo del conector. La altura del corte se mantiene. El alivio solo añade desahogo de material más allá.
Help_Connector_Location;Offset in millimetres from the default placement point along the selected edge. Positive and negative values are allowed.;Verschuiving in millimeter ten opzichte van het standaard plaatsingspunt langs de geselecteerde rand. Positief en negatief is toegestaan.;Versatz in Millimetern vom Standardplatzierungspunkt entlang der gewählten Kante. Positive und negative Werte sind zulässig.;Décalage en millimètres depuis le point de placement par défaut le long de l'arête sélectionnée. Les valeurs positives et négatives sont autorisées.;Offset in millimetri rispetto al punto di posizionamento predefinito lungo lo spigolo selezionato. Sono ammessi valori positivi e negativi.;Desplazamiento en milímetros desde el punto de colocación predeterminado a lo largo del borde seleccionado. Se admiten valores positivos y negativos.
Help_Connector_CornerCutout;Adds a circular cutout at the bottom of the connector and host body. Use the value field for the cutout diameter in millimetres.;Voegt een ronde uitsparing toe aan de onderzijde van de connector en het doelbody. Gebruik het waardeveld voor de diameter van de uitsparing in millimeter.;Fügt eine kreisförmige Aussparung am unteren Ende des Connectors und des Zielkörpers hinzu. Verwenden Sie das Wertfeld für den Durchmesser in Millimetern.;Ajoute une découpe circulaire au bas du connecteur et du corps hôte. Utilisez le champ de valeur pour le diamètre de la découpe en millimètres.;Aggiunge un intaglio circolare alla base del connettore e del corpo ospite. Usare il campo valore per il diametro dell'intaglio in millimetri.;Añade un rebaje circular en la parte inferior del conector y del cuerpo anfitrión. Usar el campo de valor para el diámetro del rebaje en milímetros.
Help_Connector_ClickLocation;Unchecked: the connector snaps to the centre of the selected edge. Checked: the connector is placed exactly where you clicked on the edge.;Uitgevinkt: de connector wordt op het midden van de geselecteerde rand geplaatst. Aangevinkt: de connector wordt geplaatst op het punt dat u op de rand heeft aangeklikt.;Deaktiviert: Der Connector rastet in der Mitte der gewählten Kante ein. Aktiviert: Der Connector wird genau dort platziert, wo Sie auf die Kante geklickt haben.;Décoché : le connecteur s'aligne au centre de l'arête sélectionnée. Coché : le connecteur est placé exactement à l'endroit cliqué sur l'arête.;Disattivato: il connettore si aggancia al centro dello spigolo selezionato. Attivato: il connettore viene posizionato esattamente nel punto in cui si è fatto clic sullo spigolo.;Sin marcar: el conector se ajusta al centro del borde seleccionado. Marcado: el conector se coloca exactamente donde se hizo clic en el borde.
Help_Connector_RectangularCut;Unchecked: the cut in the host body matches the connector outline (including radius/chamfer). Checked: the cut is a plain rectangle, which is faster to machine.;Uitgevinkt: de uitsnede in het doelbody volgt de contour van de connector (inclusief radius/afschuining). Aangevinkt: de uitsnede is een rechte rechthoek, sneller te bewerken.;Deaktiviert: Der Schnitt im Zielkörper folgt der Connector-Kontur (inklusive Radius/Fase). Aktiviert: Der Schnitt ist ein einfaches Rechteck, das schneller zu fertigen ist.;Décoché : la coupe dans le corps hôte suit le contour du connecteur (y compris rayon/chanfrein). Coché : la coupe est un simple rectangle, plus rapide à usiner.;Disattivato: il taglio nel corpo ospite segue il contorno del connettore (incluso raggio/smusso). Attivato: il taglio è un semplice rettangolo, più rapido da lavorare.;Sin marcar: el corte en el cuerpo anfitrión sigue el contorno del conector (incluyendo radio/chaflán). Marcado: el corte es un rectángulo simple, más rápido de mecanizar.
Help_Connector_Pattern;Enable to create multiple identical connectors along the selected edge. Use the value field to set the number of instances (minimum 2).;Aanvinken om meerdere identieke connectoren langs de geselecteerde rand te plaatsen. Gebruik het waardeveld voor het aantal exemplaren (minimaal 2).;Aktivieren, um mehrere identische Connectoren entlang der gewählten Kante zu erzeugen. Verwenden Sie das Wertfeld für die Anzahl der Exemplare (mindestens 2).;Activez pour créer plusieurs connecteurs identiques le long de l'arête sélectionnée. Utilisez le champ de valeur pour définir le nombre d'instances (minimum 2).;Attivare per creare più connettori identici lungo lo spigolo selezionato. Usare il campo valore per impostare il numero di istanze (minimo 2).;Activar para crear varios conectores idénticos a lo largo del borde seleccionado. Usar el campo de valor para indicar el número de instancias (mínimo 2).
Help_Connector_ShowTolerance;Visualises the Tolerance gap in the preview so you can verify the clearance before creating the connector.;Toont de Tolerantie-spleet in de preview, zodat u de speling kunt controleren voordat u de connector aanmaakt.;Visualisiert den Toleranzspalt in der Vorschau, sodass Sie das Spiel prüfen können, bevor der Connector erstellt wird.;Visualise le jeu de tolérance dans l'aperçu afin de vérifier le dégagement avant de créer le connecteur.;Visualizza il gioco di Tolerance nell'anteprima così da verificare la luce prima di creare il connettore.;Visualiza la holgura de Tolerance en la vista previa para verificar el juego antes de crear el conector.
Help_Connector_3DPreview;Shows a semi-transparent 3D preview of the connector in the viewport, updated as you change parameters. Disable for faster interaction on large models.;Toont een semi-transparante 3D-preview van de connector in de viewport, die meebeweegt met de parameters. Schakel uit voor snellere interactie bij grote modellen.;Zeigt eine halbtransparente 3D-Vorschau des Connectors im Viewport, die mit Parameteränderungen aktualisiert wird. Bei großen Modellen für schnelleres Arbeiten deaktivieren.;Affiche un aperçu 3D semi-transparent du connecteur dans la fenêtre, mis à jour lorsque vous modifiez les paramètres. Désactivez pour une interaction plus rapide sur les grands modèles.;Mostra un'anteprima 3D semitrasparente del connettore nella viewport, aggiornata mentre si modificano i parametri. Disattivare per un'interazione più rapida su modelli grandi.;Muestra una vista previa 3D semitransparente del conector en la ventana gráfica, actualizada al cambiar parámetros. Desactivar para una interacción más rápida en modelos grandes.
Help_Connector_Create;Creates the connector(s) on the currently selected edge or edges using the parameters above. Select edges first, then click Create.;Maakt de connector(s) op de momenteel geselecteerde rand(en) met de bovenstaande parameters. Selecteer eerst de randen en klik daarna op Maken.;Erzeugt den/die Connector(en) an der/den aktuell gewählten Kante(n) mit den obigen Parametern. Wählen Sie zuerst die Kanten und klicken Sie dann auf Erstellen.;Crée le ou les connecteurs sur l'arête ou les arêtes sélectionnées en utilisant les paramètres ci-dessus. Sélectionnez d'abord les arêtes, puis cliquez sur Create.;Crea il connettore o i connettori sullo spigolo o sugli spigoli attualmente selezionati usando i parametri sopra. Selezionare prima gli spigoli, poi fare clic su Create.;Crea el conector o conectores en el borde o bordes actualmente seleccionados con los parámetros anteriores. Seleccionar primero los bordes y luego hacer clic en Create.
Help_Connector2_Shape;Cross-section of the host tube. The other dimension fields update to match the chosen shape.;Doorsnede van de buis. De overige afmetingsvelden passen zich aan op de gekozen vorm.;Querschnitt des Zielrohrs. Die übrigen Maßfelder passen sich an die gewählte Form an.;Section transversale du tube hôte. Les autres champs de cotes s'adaptent à la forme choisie.;Sezione trasversale del tubo ospite. Gli altri campi dimensionali si aggiornano in base alla forma scelta.;Sección transversal del tubo anfitrión. Los demás campos de dimensiones se actualizan para coincidir con la forma elegida.
Help_Connector2_DynamicHeight;When checked, the connector height shrinks automatically if the available space is smaller than the entered Height value.;Indien aangevinkt verkleint de connectorhoogte automatisch als de beschikbare ruimte kleiner is dan de ingevoerde Hoogte.;Wenn aktiviert, wird die Connector-Höhe automatisch verkleinert, wenn der verfügbare Platz kleiner ist als der eingegebene Höhenwert.;Si coché, la hauteur du connecteur se réduit automatiquement si l'espace disponible est inférieur à la valeur de hauteur saisie.;Se attivato, l'altezza del connettore si riduce automaticamente quando lo spazio disponibile è minore del valore di Height inserito.;Si está marcado, la altura del conector se reduce automáticamente cuando el espacio disponible es menor que el valor de Altura introducido.
Help_Connector2_Height;Height of the connector in mm, measured along the tube axis. Ignored when Dynamic is on and space is tight.;Hoogte van de connector in mm, gemeten langs de buisas. Wordt genegeerd als Dynamisch aanstaat en er weinig ruimte is.;Höhe des Connectors in mm, gemessen entlang der Rohrachse. Wird ignoriert, wenn Dynamic an ist und der Platz knapp ist.;Hauteur du connecteur en mm, mesurée le long de l'axe du tube. Ignorée lorsque Dynamic est actif et l'espace restreint.;Altezza del connettore in mm, misurata lungo l'asse del tubo. Ignorata quando Dynamic è attivo e lo spazio è limitato.;Altura del conector en mm, medida a lo largo del eje del tubo. Se ignora cuando Dynamic está activo y el espacio es ajustado.
Help_Connector2_Width1;First cross-section dimension in mm. For asymmetric profiles this is the primary side. For symmetric shapes only this value is used.;Eerste doorsnedeafmeting in mm. Bij asymmetrische profielen is dit de hoofdzijde. Bij symmetrische vormen wordt alleen deze waarde gebruikt.;Erste Querschnittsabmessung in mm. Bei asymmetrischen Profilen ist dies die Hauptseite. Bei symmetrischen Formen wird nur dieser Wert verwendet.;Première cote de section en mm. Pour les profils asymétriques, c'est le côté principal. Pour les formes symétriques, seule cette valeur est utilisée.;Prima dimensione della sezione in mm. Per profili asimmetrici è il lato primario. Per forme simmetriche viene usato solo questo valore.;Primera dimensión de la sección transversal en mm. Para perfiles asimétricos es el lado principal. Para formas simétricas solo se usa este valor.
Help_Connector2_Width2;Second cross-section dimension in mm. Only relevant for asymmetric profiles such as rectangular tubes.;Tweede doorsnedeafmeting in mm. Alleen van toepassing op asymmetrische profielen zoals rechthoekige buizen.;Zweite Querschnittsabmessung in mm. Nur relevant für asymmetrische Profile wie Rechteckrohre.;Seconde cote de section en mm. Pertinente uniquement pour les profils asymétriques tels que les tubes rectangulaires.;Seconda dimensione della sezione in mm. Rilevante solo per profili asimmetrici come tubi rettangolari.;Segunda dimensión de la sección transversal en mm. Solo relevante para perfiles asimétricos como tubos rectangulares.
Help_Connector2_RadiusChamferMode;Choose how the connector edges are finished: a rounded fillet (Radius) or a straight chamfer. The value field below uses the selected mode.;Kies de afwerking van de connectorranden: een afronding (Radius) of een rechte afschuining (Chamfer). Het waardeveld hieronder volgt de gekozen modus.;Wählen Sie die Ausführung der Connector-Kanten: eine Abrundung (Radius) oder eine gerade Fase (Chamfer). Das Wertfeld unten richtet sich nach dem gewählten Modus.;Choisissez la finition des arêtes du connecteur : un congé arrondi (Radius) ou un chanfrein droit. Le champ de valeur ci-dessous suit le mode sélectionné.;Scegliere la rifinitura degli spigoli del connettore: un raccordo (Radius) o uno smusso retto (Chamfer). Il campo valore sotto usa la modalità selezionata.;Elegir el remate de los bordes del conector: redondeo (Radius) o chaflán recto. El campo de valor inferior usa el modo seleccionado.
Help_Connector2_RadiusChamferValue;Size in mm of the radius or chamfer, applied to the connector edges per the mode selected above.;Maat in mm van de afronding of afschuining op de connectorranden volgens de hierboven gekozen modus.;Größe in mm des Radius oder der Fase, angewendet auf die Connector-Kanten gemäß dem oben gewählten Modus.;Taille en mm du rayon ou du chanfrein, appliquée aux arêtes du connecteur selon le mode sélectionné ci-dessus.;Dimensione in mm del raggio o dello smusso applicata agli spigoli del connettore secondo la modalità selezionata sopra.;Tamaño en mm del radio o chaflán, aplicado a los bordes del conector según el modo elegido arriba.
Help_Connector2_Tolerance;Clearance in mm between the connector and the target body. Increase to ease assembly, decrease for a tighter fit.;Speling in mm tussen de connector en het doelvolume. Verhoog voor eenvoudiger montage, verlaag voor strakkere passing.;Spiel in mm zwischen dem Connector und dem Zielkörper. Erhöhen Sie es für leichtere Montage, verringern Sie es für engere Passung.;Jeu en mm entre le connecteur et le corps cible. Augmentez pour faciliter le montage, diminuez pour un ajustement plus serré.;Gioco in mm tra il connettore e il corpo target. Aumentare per facilitare l'assemblaggio, ridurre per un accoppiamento più stretto.;Holgura en mm entre el conector y el cuerpo objetivo. Aumentar para facilitar el montaje, reducir para un ajuste más estrecho.
Help_Connector2_EndRelief;Relief depth in mm at the connector end. The cut height stays the same. Only the end face is recessed.;Vrijloopdiepte in mm aan het uiteinde van de connector. De zaaghoogte blijft gelijk. Alleen het eindvlak wordt verdiept.;Freisticheltiefe in mm am Connector-Ende. Die Schnitthöhe bleibt gleich. Nur die Endfläche wird zurückgesetzt.;Profondeur de dégagement en mm à l'extrémité du connecteur. La hauteur de coupe reste identique. Seule la face d'extrémité est en retrait.;Profondità di rilievo in mm all'estremità del connettore. L'altezza di taglio resta invariata. Solo la faccia terminale viene incassata.;Profundidad de alivio en mm en el extremo del conector. La altura del corte se mantiene. Solo se rebaja la cara del extremo.
Help_Connector2_Location;Offset in mm of the connector along the edge from its default position. Positive or negative values are allowed.;Verschuiving in mm van de connector langs de rand vanaf de standaardpositie. Positieve en negatieve waarden zijn toegestaan.;Versatz in mm des Connectors entlang der Kante gegenüber der Standardposition. Positive oder negative Werte sind zulässig.;Décalage en mm du connecteur le long de l'arête depuis sa position par défaut. Les valeurs positives ou négatives sont autorisées.;Offset in mm del connettore lungo lo spigolo rispetto alla posizione predefinita. Sono ammessi valori positivi o negativi.;Desplazamiento en mm del conector a lo largo del borde desde su posición predeterminada. Se admiten valores positivos o negativos.
Help_Connector2_CornerCutout;Add a circular cutout at the bottom of the connector. Enter its diameter in mm in the field to the right.;Voegt een ronde uitsparing toe aan de onderzijde van de connector. Voer de diameter in mm in het veld rechts in.;Fügt eine kreisförmige Aussparung am unteren Ende des Connectors hinzu. Geben Sie den Durchmesser in mm im Feld rechts ein.;Ajoutez une découpe circulaire au bas du connecteur. Saisissez son diamètre en mm dans le champ à droite.;Aggiunge un intaglio circolare alla base del connettore. Inserire il diametro in mm nel campo a destra.;Añade un rebaje circular en la parte inferior del conector. Introducir el diámetro en mm en el campo de la derecha.
Help_Connector2_ClickLocation;When unchecked, the connector snaps to the centre of the selected edge. When checked, it is placed exactly where you clicked on the edge.;Indien uitgevinkt komt de connector in het midden van de geselecteerde rand. Indien aangevinkt wordt deze geplaatst op het door u aangeklikte punt.;Wenn deaktiviert, rastet der Connector in der Mitte der gewählten Kante ein. Wenn aktiviert, wird er genau dort platziert, wo Sie auf die Kante geklickt haben.;Si décoché, le connecteur s'aligne au centre de l'arête sélectionnée. Si coché, il est placé exactement à l'endroit cliqué sur l'arête.;Se disattivato, il connettore si aggancia al centro dello spigolo selezionato. Se attivato, viene posizionato esattamente nel punto in cui si è fatto clic sullo spigolo.;Si está sin marcar, el conector se ajusta al centro del borde seleccionado. Si está marcado, se coloca exactamente donde se hizo clic en el borde.
Help_Connector2_RectangularCut;When checked, the cut into the target body is rectangular. When unchecked, the cut follows the actual connector profile.;Indien aangevinkt is de uitsparing in het doelvolume rechthoekig. Indien uitgevinkt volgt de uitsparing het werkelijke connectorprofiel.;Wenn aktiviert, ist der Schnitt im Zielkörper rechteckig. Wenn deaktiviert, folgt der Schnitt dem tatsächlichen Connector-Profil.;Si coché, la coupe dans le corps cible est rectangulaire. Si décoché, la coupe suit le profil réel du connecteur.;Se attivato, il taglio nel corpo target è rettangolare. Se disattivato, il taglio segue il profilo reale del connettore.;Si está marcado, el corte en el cuerpo objetivo es rectangular. Si está sin marcar, el corte sigue el perfil real del conector.
